Date,State,TotalSamples,Negative,Positive
13-02-2021,Kerala,10526236,,
13-02-2021,Lakshadweep,15895,,
13-02-2021,Madhya Pradesh,5561115,5174199,
13-02-2021,Maharashtra,15272826,,
13-02-2021,Manipur,532806,,
13-02-2021,Meghalaya,352900,339053,
13-02-2021,Nagaland,127927,,
13-02-2021,Odisha,8001701,,
13-02-2021,Puducherry,606413,562583,43683
13-02-2021,Punjab,4709119,,
13-02-2021,Rajasthan,6068008,,
13-02-2021,Sikkim,76624,,
13-02-2021,Tamil Nadu,16709185,,
13-02-2021,Telangana,8269364,,
13-02-2021,Tripura,614152,580802,33350
13-02-2021,Uttar Pradesh,29439862,,
13-02-2021,Uttarakhand,2240181,2143415,
13-02-2021,West Bengal,8278163,,
12/2/2021,Andaman and Nicobar Islands,243631,,5007
12/2/2021,Andhra Pradesh,13484025,12595265,
12/2/2021,Arunachal Pradesh,399702,370519,
12/2/2021,Assam,6651866,,
12/2/2021,Bihar,21877920,,
12/2/2021,Chandigarh,231652,209506,
12/2/2021,Chhattisgarh,4487821,,
12/2/2021,Delhi,11451114,,
12/2/2021,Goa,469749,,
12/2/2021,Gujarat,11216545,,
12/2/2021,Haryana,5420430,5147740,
12/2/2021,Himachal Pradesh,1003062,944647,
12/2/2021,Jammu and Kashmir,4799891,4674683,
12/2/2021,Jharkhand,5334670,5215428,119242
12/2/2021,Karnataka,17829105,,
12/2/2021,Kerala,10440267,,
12/2/2021,Lakshadweep,14179,,
12/2/2021,Madhya Pradesh,5545444,5158722,
12/2/2021,Maharashtra,15219416,,
12/2/2021,Manipur,531521,,
12/2/2021,Meghalaya,351714,337782,
12/2/2021,Mizoram,219250,,
12/2/2021,Nagaland,127722,,
12/2/2021,Odisha,7979312,,
12/2/2021,Puducherry,603831,560001,43683
12/2/2021,Punjab,4689490,,
12/2/2021,Rajasthan,6049608,,
12/2/2021,Sikkim,76541,,
12/2/2021,Tamil Nadu,16655151,,
12/2/2021,Telangana,8242105,,
12/2/2021,Tripura,613231,579881,33350
12/2/2021,Uttar Pradesh,29302186,,
12/2/2021,Uttarakhand,2230515,2133793,
12/2/2021,West Bengal,8256108,,
11/2/2021,Andaman and Nicobar Islands,241833,,5007
11/2/2021,Andhra Pradesh,13453405,12564713,
11/2/2021,Arunachal Pradesh,398970,369787,
11/2/2021,Assam,6636931,,
11/2/2021,Bihar,21812681,,
11/2/2021,Chandigarh,230418,208291,
11/2/2021,Chhattisgarh,4464255,,
11/2/2021,Delhi,11388092,,
11/2/2021,Goa,468179,,
11/2/2021,Gujarat,11184241,,
11/2/2021,Haryana,5401015,5128092,
11/2/2021,Himachal Pradesh,994599,936474,
11/2/2021,Jammu and Kashmir,4776402,4651285,
11/2/2021,Jharkhand,5322362,5203156,119206
11/2/2021,Karnataka,17760112,,
11/2/2021,Kerala,10365859,,
11/2/2021,Lakshadweep,12738,,
11/2/2021,Madhya Pradesh,5528920,5142359,
11/2/2021,Maharashtra,15163781,,
11/2/2021,Manipur,530329,,
11/2/2021,Meghalaya,350493,336562,
11/2/2021,Mizoram,218043,,
11/2/2021,Nagaland,127552,,
11/2/2021,Odisha,7955917,,
11/2/2021,Puducherry,601600,531772,43664
11/2/2021,Punjab,4669167,,
11/2/2021,Rajasthan,6031403,,
11/2/2021,Sikkim,76386,,
11/2/2021,Tamil Nadu,16599861,,
11/2/2021,Telangana,8213768,,
11/2/2021,Tripura,612813,579463,33350
11/2/2021,Uttar Pradesh,29167417,,
11/2/2021,Uttarakhand,2220621,2123948,
11/2/2021,West Bengal,8231998,,
10/2/2021,Andaman and Nicobar Islands,240362,,5007
10/2/2021,Andhra Pradesh,13422878,12534273,
10/2/2021,Arunachal Pradesh,398385,369203,
10/2/2021,Assam,6621149,,
10/2/2021,Bihar,21741730,,
10/2/2021,Chandigarh,228973,206859,
10/2/2021,Chhattisgarh,4440663,,
10/2/2021,Delhi,11323764,,
10/2/2021,Goa,466545,,
10/2/2021,Gujarat,11151733,,
10/2/2021,Haryana,5380061,5107320,
10/2/2021,Himachal Pradesh,987583,929477,
10/2/2021,Jammu and Kashmir,4752735,4627683,
10/2/2021,Jharkhand,5311257,5192096,119161
10/2/2021,Karnataka,17691918,,
10/2/2021,Kerala,10294203,,
10/2/2021,Lakshadweep,11391,,
10/2/2021,Madhya Pradesh,5513312,5126920,
10/2/2021,Maharashtra,15108645,,
10/2/2021,Manipur,529293,,
10/2/2021,Meghalaya,348913,334989,
10/2/2021,Mizoram,217442,,
10/2/2021,Nagaland,127320,,
10/2/2021,Odisha,7930729,,
10/2/2021,Puducherry,599234,555120,43639
10/2/2021,Punjab,4646808,,
10/2/2021,Rajasthan,6012115,,
10/2/2021,Sikkim,76216,,
10/2/2021,Tamil Nadu,16544106,,
10/2/2021,Telangana,8184013,,
10/2/2021,Tripura,612192,578842,33350
10/2/2021,Uttar Pradesh,29040824,,
10/2/2021,Uttarakhand,2210318,2113693,
10/2/2021,West Bengal,8209892,,
9/2/2021,Andaman and Nicobar Islands,238339,,5007
9/2/2021,Andhra Pradesh,13394460,12505905,
9/2/2021,Arunachal Pradesh,397631,368449,
9/2/2021,Assam,6603122,,
9/2/2021,Bihar,21664852,,
9/2/2021,Chhattisgarh,4415825,,
9/2/2021,Delhi,11256961,,
9/2/2021,Goa,464805,,
9/2/2021,Gujarat,11120129,,
9/2/2021,Haryana,5358526,5086133,
9/2/2021,Himachal Pradesh,980380,922199,
9/2/2021,Jammu and Kashmir,4730411,4605404,
9/2/2021,Jharkhand,5300299,5181183,119116
9/2/2021,Karnataka,17625719,,
9/2/2021,Kerala,10214097,,
9/2/2021,Lakshadweep,10230,,
9/2/2021,Madhya Pradesh,5498870,5112619,
9/2/2021,Maharashtra,15058995,,
9/2/2021,Manipur,527458,,
9/2/2021,Meghalaya,347510,333617,
9/2/2021,Mizoram,216510,,
9/2/2021,Nagaland,127149,,
9/2/2021,Odisha,7905339,,
9/2/2021,Puducherry,596527,552590,43620
9/2/2021,Punjab,4625667,,
9/2/2021,Rajasthan,5992501,,
9/2/2021,Sikkim,76040,,
9/2/2021,Tamil Nadu,16491030,,
9/2/2021,Telangana,8154347,,
9/2/2021,Tripura,611468,578118,33350
9/2/2021,Uttar Pradesh,28912704,,
9/2/2021,Uttarakhand,2203190,2106600,
9/2/2021,West Bengal,8188284,,
8/2/2021,Andaman and Nicobar Islands,236643,,5005
8/2/2021,Andhra Pradesh,13367616,12479131,
8/2/2021,Arunachal Pradesh,397038,367856,
8/2/2021,Assam,6586636,,
8/2/2021,Bihar,21591296,,
8/2/2021,Chandigarh,226503,204427,
8/2/2021,Chhattisgarh,4392639,,
8/2/2021,Delhi,11200551,,
8/2/2021,Goa,463300,,
8/2/2021,Gujarat,11089177,,
8/2/2021,Haryana,5337267,5065497,
8/2/2021,Himachal Pradesh,968691,910672,
8/2/2021,Jammu and Kashmir,4710630,4585678,
8/2/2021,Jharkhand,5290647,5171592,119055
8/2/2021,Karnataka,17565234,,
8/2/2021,Kerala,10144253,,
8/2/2021,Lakshadweep,9136,,
8/2/2021,Madhya Pradesh,5483588,5097504,
8/2/2021,Maharashtra,15010037,,
8/2/2021,Manipur,525613,,
8/2/2021,Meghalaya,346146,332260,
8/2/2021,Mizoram,215331,,
8/2/2021,Nagaland,126877,,
8/2/2021,Odisha,7884898,,
8/2/2021,Puducherry,593841,549891,43585
8/2/2021,Punjab,4603909,,
8/2/2021,Rajasthan,5970645,,
8/2/2021,Sikkim,75843,,
8/2/2021,Tamil Nadu,16439856,,
8/2/2021,Telangana,8122516,,
8/2/2021,Tripura,610893,577544,33349
8/2/2021,Uttar Pradesh,28796828,,
8/2/2021,Uttarakhand,2195969,2099433,
8/2/2021,West Bengal,8167828,,
7/2/2021,Andaman and Nicobar Islands,235072,,5001
7/2/2021,Andhra Pradesh,13345522,,
7/2/2021,Arunachal Pradesh,395994,366813,
7/2/2021,Assam,6567763,,
7/2/2021,Bihar,21530827,,
7/2/2021,Chandigarh,225242,203192,
7/2/2021,Chhattisgarh,4367871,,
7/2/2021,Delhi,11145161,,
7/2/2021,Goa,462011,,
7/2/2021,Gujarat,11060775,,
7/2/2021,Haryana,5325170,5052755,
7/2/2021,Himachal Pradesh,968162,910259,
7/2/2021,Jammu and Kashmir,4688992,4564083,
7/2/2021,Jharkhand,5282669,5163652,119017
7/2/2021,Karnataka,17516945,,
7/2/2021,Kerala,10096326,,
7/2/2021,Lakshadweep,8160,,
7/2/2021,Madhya Pradesh,5470099,5084208,
7/2/2021,Maharashtra,14977683,,
7/2/2021,Manipur,524987,,
7/2/2021,Meghalaya,345293,331408,
7/2/2021,Mizoram,214776,,
7/2/2021,Nagaland,126597,,
7/2/2021,Odisha,7864557,,
7/2/2021,Puducherry,592495,548537,43559
7/2/2021,Punjab,4594107,,
7/2/2021,Rajasthan,5963644,,
7/2/2021,Tamil Nadu,16388243,,
7/2/2021,Telangana,8104264,,
7/2/2021,Uttar Pradesh,28693975,,
7/2/2021,Uttarakhand,2190489,2093996,
7/2/2021,West Bengal,8150715,,
6/2/2021,Andaman and Nicobar Islands,233597,,5000
6/2/2021,Andhra Pradesh,13311542,12423192,
6/2/2021,Arunachal Pradesh,395795,366614,
6/2/2021,Assam,6561527,,
6/2/2021,Bihar,21458338,,
6/2/2021,Chhattisgarh,4357998,,
6/2/2021,Delhi,11090914,,
6/2/2021,Goa,460994,,
6/2/2021,Gujarat,11030661,,
6/2/2021,Haryana,5303224,5030692,
6/2/2021,Himachal Pradesh,965756,907774,
6/2/2021,Jammu and Kashmir,4666171,4541321,
6/2/2021,Jharkhand,5275052,5156073,118979
6/2/2021,Karnataka,17442715,,
6/2/2021,Kerala,10030809,,
6/2/2021,Lakshadweep,7537,,
6/2/2021,Madhya Pradesh,5454653,5068946,
6/2/2021,Maharashtra,14928130,,
6/2/2021,Manipur,523291,,
6/2/2021,Meghalaya,344070,330225,
6/2/2021,Mizoram,214309,,
6/2/2021,Nagaland,126187,,
6/2/2021,Odisha,7840772,,
6/2/2021,Puducherry,590466,546611,43537
6/2/2021,Punjab,4576958,,
6/2/2021,Rajasthan,5945084,,
6/2/2021,Sikkim,75644,,
6/2/2021,Tamil Nadu,16334713,,
6/2/2021,Telangana,8069459,,
6/2/2021,Tripura,609909,576560,33349
6/2/2021,Uttar Pradesh,28578777,,
6/2/2021,Uttarakhand,2184998,2088520,
6/2/2021,West Bengal,8128350,,
5/2/2021,Andaman and Nicobar Islands,231633,,4997
5/2/2021,Andhra Pradesh,13276678,12388403,
5/2/2021,Arunachal Pradesh,395200,366020,
5/2/2021,Assam,6546265,,
5/2/2021,Bihar,21383874,,
5/2/2021,Chhattisgarh,4336764,,
5/2/2021,Delhi,11027592,,
5/2/2021,Goa,459485,,
5/2/2021,Gujarat,10998755,,
5/2/2021,Haryana,5275675,5002998,
5/2/2021,Himachal Pradesh,959153,901112,
5/2/2021,Jammu and Kashmir,4643543,4518758,
5/2/2021,Jharkhand,5265585,5146647,118938
5/2/2021,Karnataka,17368124,,
5/2/2021,Kerala,9948005,,
5/2/2021,Lakshadweep,6141,,
5/2/2021,Madhya Pradesh,5437590,5052080,
5/2/2021,Maharashtra,14875633,,
5/2/2021,Manipur,521834,,
5/2/2021,Meghalaya,342795,328974,
5/2/2021,Mizoram,212732,,
5/2/2021,Nagaland,125667,,
5/2/2021,Odisha,7819907,,
5/2/2021,Puducherry,588451,544590,43502
5/2/2021,Punjab,4556670,,
5/2/2021,Rajasthan,5925867,,
5/2/2021,Sikkim,75516,,
5/2/2021,Tamil Nadu,16281457,,
5/2/2021,Telangana,8034038,,
5/2/2021,Tripura,609412,576063,33349
5/2/2021,Uttar Pradesh,28453058,,
5/2/2021,Uttarakhand,2175808,2079377,
5/2/2021,West Bengal,8104339,,
4/2/2021,Andaman and Nicobar Islands,230133,,4994
4/2/2021,Andhra Pradesh,13242802,12354624,
4/2/2021,Arunachal Pradesh,394542,365362,
4/2/2021,Assam,6530025,,
4/2/2021,Bihar,21309467,,
4/2/2021,Chhattisgarh,4313849,,
4/2/2021,Delhi,10967628,,
4/2/2021,Goa,458068,,
4/2/2021,Gujarat,10966235,,
4/2/2021,Haryana,5249249,4977063,
4/2/2021,Himachal Pradesh,952997,895242,
4/2/2021,Jammu and Kashmir,4621705,4496986,
4/2/2021,Jharkhand,5252988,5134091,118897
4/2/2021,Karnataka,17294005,,
4/2/2021,Kerala,9856074,,
4/2/2021,Lakshadweep,5321,,
4/2/2021,Madhya Pradesh,5420927,5035579,
4/2/2021,Maharashtra,14821561,,
4/2/2021,Manipur,520516,,
4/2/2021,Meghalaya,341580,327786,
4/2/2021,Mizoram,211423,,
4/2/2021,Nagaland,125521,,
4/2/2021,Odisha,7796219,,
4/2/2021,Puducherry,586350,542580,43452
4/2/2021,Punjab,4538121,,
4/2/2021,Rajasthan,5908302,,
4/2/2021,Sikkim,75367,,
4/2/2021,Tamil Nadu,16228801,,
4/2/2021,Telangana,7996651,,
4/2/2021,Tripura,608947,575599,33348
4/2/2021,Uttar Pradesh,28340622,,
4/2/2021,Uttarakhand,2167413,2071029,
4/2/2021,West Bengal,8081172,,
3/2/2021,Andaman and Nicobar Islands,228290,,4994
3/2/2021,Andhra Pradesh,13214548,12326449,
3/2/2021,Arunachal Pradesh,393880,364700,
3/2/2021,Assam,6514682,,
3/2/2021,Bihar,21235979,,
3/2/2021,Chandigarh,220301,198343,
3/2/2021,Chhattisgarh,4289431,,
3/2/2021,Delhi,10900394,,
3/2/2021,Goa,456130,,
3/2/2021,Gujarat,10933696,,
3/2/2021,Haryana,5218923,4946890,
3/2/2021,Himachal Pradesh,945901,888235,
3/2/2021,Jammu and Kashmir,4600637,4475978,
3/2/2021,Jharkhand,5243351,5124512,118839
3/2/2021,Karnataka,17218163,,
3/2/2021,Kerala,9772067,,
3/2/2021,Lakshadweep,4263,,
3/2/2021,Madhya Pradesh,5405789,5020607,
3/2/2021,Maharashtra,14764744,,
3/2/2021,Manipur,518960,,
3/2/2021,Meghalaya,340228,326454,
3/2/2021,Mizoram,209716,,
3/2/2021,Nagaland,125331,,
3/2/2021,Odisha,7774477,,
3/2/2021,Puducherry,584300,540540,43413
3/2/2021,Punjab,4520789,,
3/2/2021,Rajasthan,5889518,,
3/2/2021,Sikkim,75142,,
3/2/2021,Tamil Nadu,16176919,,
3/2/2021,Telangana,7955308,,
3/2/2021,Uttar Pradesh,28211459,,
3/2/2021,Uttarakhand,2159724,2063443,
3/2/2021,West Bengal,8058141,,
2/2/2021,Andaman and Nicobar Islands,226584,,4994
2/2/2021,Andhra Pradesh,13189103,12301099,
2/2/2021,Arunachal Pradesh,393314,364134,
2/2/2021,Assam,6498609,,
2/2/2021,Bihar,21160236,,
2/2/2021,Chandigarh,218941,197019,
2/2/2021,Chhattisgarh,4265378,,
2/2/2021,Delhi,10843736,,
2/2/2021,Goa,454356,,
2/2/2021,Gujarat,10900068,,
2/2/2021,Haryana,5196412,4925048,
2/2/2021,Himachal Pradesh,941382,883765,
2/2/2021,Jammu and Kashmir,4580204,4455610,
2/2/2021,Jharkhand,5233424,5114631,118793
2/2/2021,Karnataka,17147397,,
2/2/2021,Kerala,9712432,,
2/2/2021,Lakshadweep,4125,,
2/2/2021,Madhya Pradesh,5392076,5007152,
2/2/2021,Maharashtra,14706992,,
2/2/2021,Manipur,517553,,
2/2/2021,Meghalaya,338615,324847,
2/2/2021,Mizoram,209012,,
2/2/2021,Nagaland,125210,,
2/2/2021,Odisha,7751480,,
2/2/2021,Puducherry,579548,535914,43390
2/2/2021,Punjab,4506064,,
2/2/2021,Rajasthan,5872507,,
2/2/2021,Tamil Nadu,16123270,,
2/2/2021,Telangana,7915105,,
2/2/2021,Tripura,607962,574614,33348
2/2/2021,Uttar Pradesh,28092122,,
2/2/2021,Uttarakhand,2150398,2054171,
2/2/2021,West Bengal,8036329,,
1/2/2021,Andaman and Nicobar Islands,224852,,4994
1/2/2021,Andhra Pradesh,13159794,12271894,
1/2/2021,Arunachal Pradesh,392762,363583,
1/2/2021,Assam,6482747,,
1/2/2021,Bihar,21086973,,
1/2/2021,Chandigarh,217610,195710,
1/2/2021,Chhattisgarh,4241595,,
1/2/2021,Delhi,10785138,,
1/2/2021,Goa,452039,,
1/2/2021,Gujarat,10871308,,
1/2/2021,Haryana,5180620,4909677,
1/2/2021,Himachal Pradesh,935674,877977,
1/2/2021,Jammu and Kashmir,4562133,4437583,
1/2/2021,Jharkhand,5225096,5106362,118734
1/2/2021,Karnataka,17087246,,
1/2/2021,Kerala,9659492,,932639
1/2/2021,Lakshadweep,2919,,
1/2/2021,Madhya Pradesh,5376922,4992166,
1/2/2021,Maharashtra,14656223,,
1/2/2021,Meghalaya,337242,323478,
1/2/2021,Mizoram,207778,,
1/2/2021,Nagaland,125075,,
1/2/2021,Odisha,7731759,,
1/2/2021,Puducherry,579841,536222,
1/2/2021,Punjab,4490598,,
1/2/2021,Rajasthan,5858590,,
1/2/2021,Tamil Nadu,16071626,,
1/2/2021,Telangana,7879047,,
1/2/2021,Tripura,607566,574218,33348
1/2/2021,Uttar Pradesh,27989752,,
1/2/2021,Uttarakhand,2142303,2046123,
1/2/2021,West Bengal,8014022,,
31-01-2021,Andaman and Nicobar Islands,223137,,4994
31-01-2021,Andhra Pradesh,13137872,,
31-01-2021,Arunachal Pradesh,392211,,
31-01-2021,Assam,6465926,,
31-01-2021,Bihar,21021650,,
31-01-2021,Chandigarh,216246,194378,
31-01-2021,Chhattisgarh,4220304,,
31-01-2021,Delhi,10741426,,
31-01-2021,Goa,450676,,
31-01-2021,Haryana,5172330,4901083,
31-01-2021,Himachal Pradesh,931400,873809,
31-01-2021,Jammu and Kashmir,4544387,4419881,
31-01-2021,Jharkhand,5217119,5098427,
31-01-2021,Karnataka,17033930,,
31-01-2021,Kerala,9625913,,929180
31-01-2021,Lakshadweep,2328,,
31-01-2021,Madhya Pradesh,5361905,4977300,
31-01-2021,Maharashtra,14617168,,
31-01-2021,Manipur,515122,,
31-01-2021,Mizoram,207303,,
31-01-2021,Nagaland,124945,,
31-01-2021,Odisha,7709606,,
31-01-2021,Puducherry,578693,535037,
31-01-2021,Punjab,4482617,,
31-01-2021,Rajasthan,5851737,,
31-01-2021,Sikkim,74692,,
31-01-2021,Tamil Nadu,16019962,,
31-01-2021,Telangana,7861361,,
31-01-2021,Uttar Pradesh,27888620,,
31-01-2021,Uttarakhand,2134552,2038423,
31-01-2021,West Bengal,7995854,,
30-01-2021,Andaman and Nicobar Islands,221876,,4994
30-01-2021,Andhra Pradesh,13095962,,
30-01-2021,Arunachal Pradesh,392143,,
30-01-2021,Assam,6459972,,
30-01-2021,Bihar,20946382,,
30-01-2021,Chandigarh,215242,193401,
30-01-2021,Chhattisgarh,4207188,,
30-01-2021,Delhi,10680731,,
30-01-2021,Goa,449280,,
30-01-2021,Gujarat,10813671,,
30-01-2021,Haryana,5159788,4888338,
30-01-2021,Himachal Pradesh,928519,870998,
30-01-2021,Jammu and Kashmir,4524200,4399751,
30-01-2021,Jharkhand,5208961,5090310,
30-01-2021,Karnataka,16958479,,
30-01-2021,Kerala,9576795,,923914
30-01-2021,Madhya Pradesh,5343762,4959383,
30-01-2021,Maharashtra,14559160,,
30-01-2021,Manipur,513812,,
30-01-2021,Meghalaya,334713,320952,
30-01-2021,Mizoram,206095,,
30-01-2021,Nagaland,124820,,
30-01-2021,Odisha,7685776,,
30-01-2021,Puducherry,576341,532712,
30-01-2021,Punjab,4463437,,
30-01-2021,Rajasthan,5832977,,
30-01-2021,Sikkim,74457,,
30-01-2021,Tamil Nadu,15965919,,
30-01-2021,Telangana,7823989,,
30-01-2021,Tripura,606978,573631,33347
30-01-2021,Uttar Pradesh,27769217,,
30-01-2021,Uttarakhand,2127358,2031290,
30-01-2021,West Bengal,7970808,,
29-01-2021,Andaman and Nicobar Islands,220484,,4994
29-01-2021,Andhra Pradesh,13054959,12167368,
29-01-2021,Arunachal Pradesh,391822,,
29-01-2021,Assam,6445513,,
29-01-2021,Bihar,20864841,,
29-01-2021,Chandigarh,214102,192278,
29-01-2021,Chhattisgarh,4183581,,
29-01-2021,Delhi,10611764,,
29-01-2021,Goa,447398,,
29-01-2021,Gujarat,10751067,,
29-01-2021,Haryana,5144281,4872696,
29-01-2021,Himachal Pradesh,923426,865963,
29-01-2021,Jammu and Kashmir,4502603,4378230,
29-01-2021,Jharkhand,5199013,5080411,118602
29-01-2021,Karnataka,16884991,,
29-01-2021,Kerala,9518036,,917632
29-01-2021,Madhya Pradesh,5325107,4940947,
29-01-2021,Maharashtra,14496359,,
29-01-2021,Manipur,511987,,
29-01-2021,Meghalaya,333315,319562,
29-01-2021,Mizoram,205361,,
29-01-2021,Nagaland,124658,,
29-01-2021,Odisha,7660563,,
29-01-2021,Puducherry,573656,530084,
29-01-2021,Punjab,4444257,,
29-01-2021,Rajasthan,5814009,,
29-01-2021,Sikkim,74289,,
29-01-2021,Tamil Nadu,15913194,,
29-01-2021,Telangana,7790901,,
29-01-2021,Tripura,606523,573178,33345
29-01-2021,Uttar Pradesh,27657436,,
29-01-2021,Uttarakhand,2116001,2020015,
29-01-2021,West Bengal,7944701,,
28-01-2021,Andaman and Nicobar Islands,218629,,4994
28-01-2021,Andhra Pradesh,13012150,12124684,
28-01-2021,Arunachal Pradesh,391275,362097,
28-01-2021,Assam,6429030,,
28-01-2021,Bihar,20782818,,
28-01-2021,Chandigarh,212915,191118,
28-01-2021,Chhattisgarh,4163045,,
28-01-2021,Delhi,10553039,,
28-01-2021,Goa,445778,,
28-01-2021,Gujarat,10751067,,
28-01-2021,Haryana,5127807,4856466,
28-01-2021,Himachal Pradesh,918838,861441,
28-01-2021,Jammu and Kashmir,4481723,4357426,
28-01-2021,Jharkhand,5185675,5185675,118557
28-01-2021,Karnataka,16816459,,
28-01-2021,Kerala,9459221,,911364
28-01-2021,Madhya Pradesh,5307095,4923106,
28-01-2021,Maharashtra,14430223,,
28-01-2021,Manipur,510714,,
28-01-2021,Mizoram,204491,,
28-01-2021,Nagaland,124466,,
28-01-2021,Odisha,7635887,,
28-01-2021,Puducherry,570695,527286,
28-01-2021,Punjab,4425238,,
28-01-2021,Rajasthan,5797355,,
28-01-2021,Sikkim,74110,,
28-01-2021,Tamil Nadu,15860674,,
28-01-2021,Telangana,7759415,,
28-01-2021,Tripura,605866,572523,33343
28-01-2021,Uttar Pradesh,27536763,,
28-01-2021,Uttarakhand,2104208,2008300,
28-01-2021,West Bengal,7919637,,
27-01-2021,Andaman and Nicobar Islands,217007,,4994
27-01-2021,Andhra Pradesh,12975961,12088612,
27-01-2021,Arunachal Pradesh,390926,,
27-01-2021,Assam,6412217,,
27-01-2021,Bihar,20770786,,
27-01-2021,Chandigarh,211460,189699,
27-01-2021,Chhattisgarh,4142971,,
27-01-2021,Delhi,10495046,,
27-01-2021,Goa,443903,,
27-01-2021,Gujarat,10655600,,
27-01-2021,Haryana,5112331,4841513,
27-01-2021,Himachal Pradesh,914316,856934,
27-01-2021,Jammu and Kashmir,4461439,4337205,
27-01-2021,Jharkhand,5175741,5057246,118495
27-01-2021,Karnataka,16750398,,
27-01-2021,Kerala,9400749,,905593
27-01-2021,Madhya Pradesh,5290847,4907084,
27-01-2021,Maharashtra,14367094,,
27-01-2021,Manipur,509108,,
27-01-2021,Meghalaya,330810,317069,
27-01-2021,Mizoram,203378,,
27-01-2021,Nagaland,124326,,
27-01-2021,Odisha,7612713,,
27-01-2021,Puducherry,567923,524343,
27-01-2021,Punjab,4404889,,
27-01-2021,Rajasthan,5778472,,
27-01-2021,Tamil Nadu,15808217,,
27-01-2021,Telangana,7728296,,
27-01-2021,Tripura,605314,571971,33343
27-01-2021,Uttar Pradesh,27424012,,
27-01-2021,Uttarakhand,2095086,1999260,
27-01-2021,West Bengal,7894508,,
26-01-2021,Andaman and Nicobar Islands,215858,,4994
26-01-2021,Andhra Pradesh,12942153,12054915,
26-01-2021,Arunachal Pradesh,390552,361080,
26-01-2021,Assam,6395713,,
26-01-2021,Bihar,20701517,,
26-01-2021,Chandigarh,210111,,
26-01-2021,Chhattisgarh,4120423,,
26-01-2021,Delhi,10465191,,
26-01-2021,Goa,442488,,
26-01-2021,Gujarat,10655600,,
26-01-2021,Haryana,5103035,4831799,
26-01-2021,Himachal Pradesh,911204,853924,
26-01-2021,Jammu and Kashmir,4444236,4320079,
26-01-2021,Karnataka,16691703,,
26-01-2021,Kerala,9349619,,899934
26-01-2021,Madhya Pradesh,5274424,4890856,
26-01-2021,Maharashtra,14315227,,
26-01-2021,Manipur,508273,,
26-01-2021,Nagaland,124186,,
26-01-2021,Odisha,7588603,,
26-01-2021,Puducherry,565731,522262,
26-01-2021,Punjab,4395884,,
26-01-2021,Rajasthan,5771559,,
26-01-2021,Sikkim,73775,,
26-01-2021,Tamil Nadu,15752119,,
26-01-2021,Telangana,7711810,,
26-01-2021,Tripura,604952,571609,33343
26-01-2021,Uttar Pradesh,27320329,,
26-01-2021,Uttarakhand,2086012,1990271,
26-01-2021,West Bengal,7876899,,
25-01-2021,Andaman and Nicobar Islands,214915,,4994
25-01-2021,Andhra Pradesh,12903830,12016764,
25-01-2021,Arunachal Pradesh,390074,360903,
25-01-2021,Assam,6388162,,
25-01-2021,Bihar,20560357,,
25-01-2021,Chhattisgarh,4111523,,
25-01-2021,Delhi,10400218,,
25-01-2021,Goa,441012,,
25-01-2021,Gujarat,10655600,,
25-01-2021,Haryana,5087355,4816654,
25-01-2021,Himachal Pradesh,909300,852034,
25-01-2021,Jammu and Kashmir,4421013,4296930,
25-01-2021,Jharkhand,5150854,5032494,118360
25-01-2021,Karnataka,16626140,,
25-01-2021,Kerala,9289304,,893641
25-01-2021,Lakshadweep,888,,
25-01-2021,Madhya Pradesh,5255105,4871755,
25-01-2021,Maharashtra,14257998,,
25-01-2021,Manipur,506991,,
25-01-2021,Mizoram,201360,,
25-01-2021,Nagaland,124078,,
25-01-2021,Odisha,7568216,,
25-01-2021,Puducherry,562668,519016,43145
25-01-2021,Punjab,4376767,,
25-01-2021,Rajasthan,5751640,,
25-01-2021,Sikkim,73604,,
25-01-2021,Tamil Nadu,15696304,,
25-01-2021,Telangana,7682361,,
25-01-2021,Tripura,604330,570988,33342
25-01-2021,Uttar Pradesh,27205975,,
25-01-2021,Uttarakhand,2078868,1983166,
25-01-2021,West Bengal,7851532,,
24-01-2021,Andaman and Nicobar Islands,213467,,4993
24-01-2021,Andhra Pradesh,12876113,11989103,
24-01-2021,Arunachal Pradesh,389689,360519,
24-01-2021,Assam,6369654,,
24-01-2021,Bihar,20491088,,
24-01-2021,Chandigarh,208107,186447,
24-01-2021,Chhattisgarh,4089900,,
24-01-2021,Delhi,10351768,,
24-01-2021,Goa,439616,,
24-01-2021,Haryana,5077344,4806200,
24-01-2021,Himachal Pradesh,907293,849791,
24-01-2021,Jammu and Kashmir,4402248,4278229,
24-01-2021,Jharkhand,5139500,5021214,118286
24-01-2021,Karnataka,16566713,,
24-01-2021,Kerala,9258401,,890280
24-01-2021,Lakshadweep,687,,
24-01-2021,Madhya Pradesh,5234493,4851343,
24-01-2021,Maharashtra,14207595,,
24-01-2021,Manipur,505699,,
24-01-2021,Mizoram,201240,,
24-01-2021,Nagaland,123999,,
24-01-2021,Odisha,7548428,,
24-01-2021,Puducherry,560235,516778,
24-01-2021,Punjab,4366353,,
24-01-2021,Rajasthan,5744724,,
24-01-2021,Sikkim,73565,,
24-01-2021,Tamil Nadu,15640385,,
24-01-2021,Telangana,7662540,,
24-01-2021,Uttar Pradesh,27099309,,
24-01-2021,Uttarakhand,2067575,1971935,
24-01-2021,West Bengal,7833289,,
23-01-2021,Andaman and Nicobar Islands,212393,,4993
23-01-2021,Andhra Pradesh,12831731,11944879,
